Fitur Kontras,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Dissimilarity,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Homogenitas,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Entropi,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur ASM,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Energy,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Correlations,Derajat 0,Derajat 45,Derajat 90,Derajat 135
Crispy Chicken-Train (166),200.2868566176472,234.97651672433838,80.45352328431278,256.22817377931614,Crispy Chicken-Train (166),4.80778186274487,5.3804536716647995,2.3637561274508863,5.391111111111114,Crispy Chicken-Train (166),0.5312261883093236,0.4905223443648896,0.7251335828010143,0.5080836895961631,Crispy Chicken-Train (166),10.748431455601384,10.971951087361266,9.777436458300112,10.937611565918239,Crispy Chicken-Train (166),0.0015273037638768743,0.0012792453616677464,0.002792432551107146,0.0013115258511905265,Crispy Chicken-Train (166),0.039080733921932356,0.035766539693794064,0.05284347217118824,0.036214994839023885,Crispy Chicken-Train (166),0.9634937227537476,0.9570353793052951,0.9853155233441229,0.9531496092441366
Crispy Chicken-Train (167),123.1936734068632,180.7798077662453,81.93806678921537,193.35015763168218,Crispy Chicken-Train (167),5.79955575980354,7.106297577854658,3.516865808823387,7.170903498654372,Crispy Chicken-Train (167),0.4014104999815765,0.3664622381478592,0.647409011686321,0.369425415681352,Crispy Chicken-Train (167),11.410875402485532,11.696704822850197,10.216868800624102,11.6970813011332,Crispy Chicken-Train (167),0.0010242610874198021,0.0008759059782554871,0.0030842399670499327,0.0008821371604480046,Crispy Chicken-Train (167),0.03200407923093246,0.029595708781096748,0.055535934016183904,0.029700793936324407,Crispy Chicken-Train (167),0.9669982920401297,0.950723399059622,0.9776659474175338,0.9472970509913936
Crispy Chicken-Train (168),246.89963235293715,417.43884659746374,258.9242800245065,387.34931180315004,Crispy Chicken-Train (168),7.729044117646581,10.479031141868518,7.6717677696074045,10.352802768165953,Crispy Chicken-Train (168),0.4754511431025928,0.36730368474443326,0.479680801391809,0.3807455938781295,Crispy Chicken-Train (168),11.737034594201234,12.348331018707805,11.753581537599175,12.288766098059154,Crispy Chicken-Train (168),0.0013369523356025928,0.0007709858731470063,0.001207878115726223,0.0008490150699144046,Crispy Chicken-Train (168),0.0365643588156909,0.027766632369572768,0.03475454093677865,0.029137863166581117,Crispy Chicken-Train (168),0.9612228388143479,0.9345486767884299,0.9593949430241046,0.9392662597736312
Crispy Chicken-Train (169),242.92771139705278,317.2372625913126,108.04509803921593,301.8146405228771,Crispy Chicken-Train (169),6.922166053921128,8.714263744713653,4.942861519607476,8.487058823529496,Crispy Chicken-Train (169),0.3719782311323966,0.33045565959716927,0.5314106274772762,0.3324041325394299,Crispy Chicken-Train (169),11.712281883418632,12.08251727908436,11.131089843876573,12.058199214062903,Crispy Chicken-Train (169),0.0050271612311821165,0.004757141849887386,0.006270088802984429,0.004764225867051107,Crispy Chicken-Train (169),0.07090247690442215,0.0689720367242217,0.07918389232024672,0.0690233718898976,Crispy Chicken-Train (169),0.9733875825701735,0.9651461699560493,0.988248856528356,0.9668406034662066
Crispy Chicken-Train (17),542.0221354166648,678.1454209919078,338.7949908088234,781.6377700884015,Crispy Chicken-Train (17),12.92146139705654,14.75091118800476,7.977374387253917,15.425820838139323,Crispy Chicken-Train (17),0.28748486458706624,0.25208237293616376,0.5437644040763209,0.25512304411084347,Crispy Chicken-Train (17),13.147335358533836,13.468123128581539,11.916264459172444,13.483082791218502,Crispy Chicken-Train (17),0.0003340991943077783,0.0002481253106892168,0.001003798118512111,0.00024784197838319954,Crispy Chicken-Train (17),0.018278380516549553,0.015751993863927727,0.03168277321372154,0.01574299775719985,Crispy Chicken-Train (17),0.9513644504312818,0.9391964592934086,0.9695990645716175,0.9299166764730886
Crispy Chicken-Train (170),445.6109068627421,672.8669281045568,406.7257812499999,674.9567397154872,Crispy Chicken-Train (170),13.457138480390638,16.639292579776992,11.342417279409911,16.89165705497884,Crispy Chicken-Train (170),0.20223306697388907,0.16648665246826655,0.3780419199347856,0.1641917081855333,Crispy Chicken-Train (170),13.611065597194528,13.943823633320314,12.992683361571157,13.971935564598882,Crispy Chicken-Train (170),0.00011506077327530276,8.648742291618535e-05,0.00039401396473111305,8.448091934001666e-05,Crispy Chicken-Train (170),0.010726638489074887,0.009299861446074632,0.01984978500465718,0.009191350245748263,Crispy Chicken-Train (170),0.93852209500774,0.9068705721558654,0.943685869122376,0.9065831294621027
Crispy Chicken-Train (171),590.6883731617688,1515.466605151843,1243.7121170342984,1461.0023990772752,Crispy Chicken-Train (171),14.00899203431125,27.04655132641264,23.972901348038086,26.37165705497879,Crispy Chicken-Train (171),0.39643914260105023,0.10402318240109079,0.11531050541329706,0.10564188919972874,Crispy Chicken-Train (171),12.841829463501732,14.374497711929777,14.123899959146694,14.347504238210101,Crispy Chicken-Train (171),0.0006233204185664767,6.330395800509106e-05,7.4293935175173e-05,6.473729309742609e-05,Crispy Chicken-Train (171),0.024966385773004404,0.007956378447829832,0.008619392970225515,0.008045948862466509,Crispy Chicken-Train (171),0.8823522715524538,0.695500587602946,0.7505785166969935,0.706448179307214
Crispy Chicken-Train (172),2327.941329656881,2802.7275048058227,924.1321078431339,2858.2373394848123,Crispy Chicken-Train (172),21.562162990193855,24.62505190311412,10.77377450980238,24.648811995386392,Crispy Chicken-Train (172),0.4077735186058603,0.39212298451550853,0.6257311952729157,0.3922846738720423,Crispy Chicken-Train (172),10.098670173228296,10.371186678665945,9.076791508757427,10.364239797266235,Crispy Chicken-Train (172),0.060489609310233734,0.05771243089451442,0.0712291413937473,0.05731547547515587,Crispy Chicken-Train (172),0.24594635453739447,0.24023411684128967,0.266887881691446,0.2394065067519174,Crispy Chicken-Train (172),0.8079305309365883,0.769079864576296,0.9237433969079776,0.7645063039869104
Crispy Chicken-Train (173),186.24767156862623,340.13788542868735,192.22930453430934,312.6982391387955,Crispy Chicken-Train (173),8.694209558823049,11.904652056901147,7.61083026960759,11.34451364859673,Crispy Chicken-Train (173),0.2873732613687851,0.21572242701303174,0.40066285293437975,0.22172427714567405,Crispy Chicken-Train (173),12.807088531469944,13.278133179678106,12.38946979803845,13.214267912531273,Crispy Chicken-Train (173),0.000266029390175954,0.00017321229627914974,0.0005217096723991373,0.00018009422040823328,Crispy Chicken-Train (173),0.016310407419066943,0.013161014257235258,0.022840964786959794,0.013419918792907552,Crispy Chicken-Train (173),0.9670212455370835,0.9398262193162132,0.9659502195349967,0.9446819083086455
Crispy Chicken-Train (174),728.8925704656757,1070.0905190311207,614.2207567401905,977.8700807381401,Crispy Chicken-Train (174),15.78445159313419,19.394694348327697,13.036412377448103,18.561876201461157,Crispy Chicken-Train (174),0.2540996268960219,0.1979953408092094,0.3792815689751666,0.20063606986705912,Crispy Chicken-Train (174),13.5094577695469,13.880099319996756,12.964468932300791,13.83903528219904,Crispy Chicken-Train (174),0.00019956360684592463,0.00013075135535514762,0.0004512344823805748,0.00013450645442759202,Crispy Chicken-Train (174),0.01412669837031727,0.011434655891418316,0.02124228053624598,0.011597691771537647,Crispy Chicken-Train (174),0.88584502349456,0.8327514665463611,0.9038991878209093,0.8471649560286604
Crispy Chicken-Train (175),605.4016697303869,809.0625913110181,328.40052083332967,734.6886428296713,Crispy Chicken-Train (175),14.438556985292365,17.246366782006763,9.016697303920548,16.165520953479476,Crispy Chicken-Train (175),0.26921820138777036,0.2377039048686038,0.5239763250320381,0.2520437834254252,Crispy Chicken-Train (175),13.05737856814935,13.394393255442402,11.828334353129023,13.29752443381855,Crispy Chicken-Train (175),0.0006604697327575334,0.0005749251204805296,0.0015043844877871493,0.0005985022470137991,Crispy Chicken-Train (175),0.025699605692646985,0.0239775962198159,0.03878639565346527,0.024464305569825585,Crispy Chicken-Train (175),0.9099542306358454,0.8795662455535999,0.9512276104594151,0.8906376307048522
Crispy Chicken-Train (176),895.3368412990234,1214.3483890810865,658.5966758578375,1407.111803152608,Crispy Chicken-Train (176),13.98157169117391,17.342775855440326,10.63592218137065,18.505605536332276,Crispy Chicken-Train (176),0.3040207056885343,0.2611019190880488,0.49024839298731415,0.253239250161182,Crispy Chicken-Train (176),13.011797096613392,13.41324201788614,12.253916122090372,13.460336439711606,Crispy Chicken-Train (176),0.0013447569040828645,0.0011406394577189944,0.0016953421610678586,0.0011249743503555917,Crispy Chicken-Train (176),0.036670927232384846,0.03377335425626235,0.04117453291863623,0.03354063729799408,Crispy Chicken-Train (176),0.9080286414812256,0.8754190405463832,0.9324365516247378,0.8556434123510301
Crispy Chicken-Train (177),1183.0265931372326,2303.4105805459085,1668.569806985299,2493.2593156477633,Crispy Chicken-Train (177),16.23854166666382,28.44418300653566,23.168275122546365,29.603275663206322,Crispy Chicken-Train (177),0.4597811136999146,0.2053278401943747,0.2353090169542223,0.20245523174130003,Crispy Chicken-Train (177),11.945076533799185,13.26422136493008,12.922341344505703,13.298058859798717,Crispy Chicken-Train (177),0.003923798370068003,0.0021389786940550623,0.00244054011865929,0.002079658653157534,Crispy Chicken-Train (177),0.06264022964571572,0.04624909398091018,0.04940182302971511,0.045603274588098756,Crispy Chicken-Train (177),0.8409031142453312,0.6904962507742212,0.7760380173261359,0.6649871485666705
Crispy Chicken-Train (178),355.63771446078187,530.6761245674702,213.93079044117212,530.746543637057,Crispy Chicken-Train (178),8.39883578431307,10.885920799692308,5.679473039215124,10.883075740099784,Crispy Chicken-Train (178),0.3961840548816976,0.3514257103869629,0.6157104716773927,0.34879983834008055,Crispy Chicken-Train (178),11.626602614792706,12.021514087658037,10.580819657525016,12.019895209761408,Crispy Chicken-Train (178),0.0019467432945336535,0.001584702420519361,0.004141252247107482,0.0015532144573383705,Crispy Chicken-Train (178),0.04412191399445012,0.03980832099598476,0.0643525620865827,0.039410841875534335,Crispy Chicken-Train (178),0.9405079122407942,0.9110997807327247,0.9641816623821889,0.9110862627627767
Crispy Chicken-Train (179),575.6034926470546,779.3498654363434,399.68517156862293,837.9362552863986,Crispy Chicken-Train (179),13.749693627447915,16.443229527104982,10.286550245095865,16.70503652441366,Crispy Chicken-Train (179),0.23969399888964496,0.2156268138930755,0.4583223562042141,0.21077786336152543,Crispy Chicken-Train (179),13.347833815142524,13.627461920518954,12.468747154504847,13.64058143715992,Crispy Chicken-Train (179),0.0002899175788383674,0.000250955086182953,0.0010199678590415945,0.00024586657513945263,Crispy Chicken-Train (179),0.01702696622532527,0.01584156198684186,0.03193693565515631,0.01568013313525917,Crispy Chicken-Train (179),0.9545117861716924,0.9383613089825582,0.9684505900699903,0.9337290475684729
Crispy Chicken-Train (18),958.4237132352735,1208.9162783544316,403.80289522058257,1204.1229680891608,Crispy Chicken-Train (18),15.202665441174231,18.30392925797768,8.859543504901135,18.079723183391206,Crispy Chicken-Train (18),0.20952115466181848,0.17946996192704137,0.43118945777572554,0.18260254031010728,Crispy Chicken-Train (18),13.43389052455763,13.78984345030643,12.497374897622104,13.762506080701383,Crispy Chicken-Train (18),0.00014693245893256197,0.00011467461203296105,0.0005445774405427,0.00011756233111181769,Crispy Chicken-Train (18),0.01212156998629146,0.010708623255720646,0.023336183075702416,0.010842616432938025,Crispy Chicken-Train (18),0.8837126730460065,0.8534177416595075,0.9510438590137857,0.8539990402473613
Crispy Chicken-Train (180),1188.0557138480185,1646.5996309111604,703.8410079656812,1574.9493733179522,Crispy Chicken-Train (180),18.111504289213165,22.306912725874245,11.469898897056774,21.799784698192937,Crispy Chicken-Train (180),0.2819140296995486,0.24102605558421994,0.5302007515333184,0.2425767530514371,Crispy Chicken-Train (180),13.053078240622638,13.458707002294231,11.848440850725842,13.442967205560684,Crispy Chicken-Train (180),0.0017987724635656957,0.0015558935795107936,0.0027253029136555047,0.0015449597432507921,Crispy Chicken-Train (180),0.04241193774830025,0.03944481689031898,0.05220443385054094,0.03930597592288979,Crispy Chicken-Train (180),0.8742360676477166,0.8257026482423555,0.9253846723686908,0.8332843937650076
Crispy Chicken-Train (181),1044.7550704656653,1616.0356016916155,1017.5927849264547,1784.0636985774406,Crispy Chicken-Train (181),12.873177083331191,18.545897731641627,14.001026348037447,19.72856593617826,Crispy Chicken-Train (181),0.5179422762083667,0.35395220844134007,0.4291379328871244,0.3527436840366679,Crispy Chicken-Train (181),11.23717032587846,12.134400679282725,11.629697002755268,12.16221994621339,Crispy Chicken-Train (181),0.0028559707119482297,0.0015535295994900963,0.002339009626330618,0.0015577897537708046,Crispy Chicken-Train (181),0.05344128284339954,0.03941483983844278,0.048363308678487024,0.039468845356442905,Crispy Chicken-Train (181),0.8617695859887623,0.7866371074268257,0.8653145905735273,0.7644524422495715
Crispy Chicken-Train (182),535.0566942401939,744.72059976931,323.9524816176414,769.6387543252445,Crispy Chicken-Train (182),7.127925857842757,9.231357170319189,4.980821078431202,9.374486735870828,Crispy Chicken-Train (182),0.6686232979426296,0.6002958550309573,0.7345107535065856,0.5951700646845723,Crispy Chicken-Train (182),8.964589574817214,9.4581079618226,8.604868756512642,9.48487137438062,Crispy Chicken-Train (182),0.01577602024217699,0.013495296296444111,0.01766491847054769,0.013375891004568822,Crispy Chicken-Train (182),0.12560262832511504,0.1161692571055015,0.13290943710116182,0.11565418714672125,Crispy Chicken-Train (182),0.9087192526735393,0.873282041347917,0.9447244211688761,0.8690420996731857
Crispy Chicken-Train (183),328.92795649509327,1006.528688965752,809.8389705882406,969.1288735101656,Crispy Chicken-Train (183),7.672135416665665,19.365936178392644,17.485018382350773,19.233387158784804,Crispy Chicken-Train (183),0.5399553126559108,0.16948503710164534,0.18153903702139457,0.16971640783935657,Crispy Chicken-Train (183),11.811153928222048,13.880730600246507,13.635054668423999,13.891560299946487,Crispy Chicken-Train (183),0.0012586609614165824,0.00022307629884167523,0.0002575650741301422,0.00022389034708650933,Crispy Chicken-Train (183),0.03547761211548182,0.014935738978760818,0.01604883404270049,0.014962965851946243,Crispy Chicken-Train (183),0.9511128952031663,0.8506171933153334,0.8798876324728185,0.8561654181059384
Crispy Chicken-Train (184),365.5565104166651,571.5020684352118,433.5980698529365,648.5344713571633,Crispy Chicken-Train (184),7.223851102940342,10.53570165321007,8.700214460783137,10.858346789696009,Crispy Chicken-Train (184),0.5778226269073924,0.44567937223702,0.5349434744354062,0.445686233757048,Crispy Chicken-Train (184),10.66773367916034,11.462828504582298,10.984664406364885,11.471645686632728,Crispy Chicken-Train (184),0.004235059246105764,0.002719607710103514,0.003920084166095973,0.0026765259450532222,Crispy Chicken-Train (184),0.06507733281339796,0.052149858198306864,0.0626105755132148,0.05173515192838639,Crispy Chicken-Train (184),0.95828215073703,0.934825920864105,0.9504748230832907,0.9260412086855633
Crispy Chicken-Train (185),495.3039062499932,622.2321876201279,288.757475490193,662.5674432910205,Crispy Chicken-Train (185),10.406173406861615,12.333748558246988,7.010140931372285,12.733502499038996,Crispy Chicken-Train (185),0.3707599916944009,0.30634848581279733,0.5325860646555005,0.3103497078316354,Crispy Chicken-Train (185),12.357145720894426,12.787369672256867,11.612885226392944,12.7916869740137,Crispy Chicken-Train (185),0.0007413610262579297,0.00048298532445673086,0.001277277505384047,0.0005013859602988884,Crispy Chicken-Train (185),0.027227945685599008,0.021976927093129532,0.03573901936796877,0.022391649342978028,Crispy Chicken-Train (185),0.9238746019021458,0.9045610550826825,0.955677933930007,0.8983739319791627
Crispy Chicken-Train (186),988.6099264705571,1650.1683660130343,1291.247977941166,1730.1802845059237,Crispy Chicken-Train (186),14.045036764702477,21.625990003844876,18.969791666663642,22.059900038446745,Crispy Chicken-Train (186),0.4295318844726786,0.22032621594262425,0.24824364752555286,0.22115033109201981,Crispy Chicken-Train (186),12.697852659629778,13.72669851823581,13.464326598552141,13.738903262001633,Crispy Chicken-Train (186),0.0008135900677098351,0.00037724525849268923,0.0005402986437758313,0.0003814511350069274,Crispy Chicken-Train (186),0.028523500271001718,0.01942280253961022,0.023244324979999554,0.019530774050378223,Crispy Chicken-Train (186),0.9186205434460376,0.8640450819247574,0.893728928017384,0.8574530565067654
Crispy Chicken-Train (187),333.0325520833309,544.9996001537761,326.95359987744706,578.0685274894104,Crispy Chicken-Train (187),9.304243259803002,12.071557093425714,7.744255514705053,12.776808919646403,Crispy Chicken-Train (187),0.3361365327037808,0.2932605422929559,0.5058047546293131,0.2781776566035228,Crispy Chicken-Train (187),12.509791261178627,12.831631065171452,11.816007055216652,12.952911629715349,Crispy Chicken-Train (187),0.00047765770677143406,0.00039220416363091063,0.0011199961731590616,0.0003517188624550845,Crispy Chicken-Train (187),0.021855381643234556,0.01980414511234733,0.03346634388694202,0.01875416920194239,Crispy Chicken-Train (187),0.9657849955727441,0.9440640289307827,0.9663948936218734,0.9406702437122966
Crispy Chicken-Train (188),131.65416666666567,285.9408842752813,143.44275428921404,187.58780469050546,Crispy Chicken-Train (188),5.2419424019602685,9.613440984236771,7.252190563725049,8.484475201845497,Crispy Chicken-Train (188),0.4898910827962052,0.23410963060462986,0.27188084269726753,0.2434678214884867,Crispy Chicken-Train (188),11.666396947769655,12.868261416714772,12.493142432392345,12.755333257970106,Crispy Chicken-Train (188),0.000875587800703155,0.00020663746723859349,0.00026664173635140327,0.00022355155449187695,Crispy Chicken-Train (188),0.029590332892739733,0.01437489016440103,0.016329168268818937,0.014951640528446266,Crispy Chicken-Train (188),0.9699315877759922,0.9347922067395947,0.9672309655778368,0.9572211439967153
Crispy Chicken-Train (189),265.1344515931359,420.5875740099979,273.1391237745081,424.21625528643045,Crispy Chicken-Train (189),8.641467524509446,11.616039984621253,8.708670343136868,11.751080353710055,Crispy Chicken-Train (189),0.4413601991174882,0.336251791783734,0.43904700518453754,0.3345165804497774,Crispy Chicken-Train (189),11.453400446931639,12.054866093443541,11.527520802590853,12.03813280459792,Crispy Chicken-Train (189),0.002619494680531527,0.001585345830818626,0.0022305392889003027,0.0016496278528901063,Crispy Chicken-Train (189),0.05118099921388334,0.03981640153025667,0.047228585506029104,0.04061561095059517,Crispy Chicken-Train (189),0.9356123100800857,0.8977641175359133,0.9336448538391768,0.8968816151463156
Crispy Chicken-Train (19),261.8548406862722,659.0491503267743,441.05485600489595,572.4831680122865,Crispy Chicken-Train (19),8.89129901960698,16.391311034217726,13.480407475487887,15.514002306805073,Crispy Chicken-Train (19),0.4089680447658954,0.17038730841869903,0.19790441106548867,0.17931442592681313,Crispy Chicken-Train (19),12.748989856440428,13.952429562233759,13.646325358826447,13.899691423867248,Crispy Chicken-Train (19),0.000448199502782884,9.411906608539791e-05,0.00011922834103770183,9.862447545904401e-05,Crispy Chicken-Train (19),0.021170722774220156,0.0097014981361333,0.01091917309312852,0.009930985623745713,Crispy Chicken-Train (19),0.96884793011111,0.9215587210561891,0.9475286891991279,0.9318624046136601
Crispy Chicken-Train (190),263.537423406859,405.1406997308675,196.34515931371962,373.4619300269061,Crispy Chicken-Train (190),9.312699142155909,11.634602076124718,6.54923406862682,11.044490580546086,Crispy Chicken-Train (190),0.3434911512699253,0.2934596489317893,0.5191197622673404,0.31382216392360945,Crispy Chicken-Train (190),12.312508373846457,12.741511426405255,11.634721681844947,12.638653409587123,Crispy Chicken-Train (190),0.0013001608784406838,0.0009191334300340816,0.001710057594096922,0.0010292333368956815,Crispy Chicken-Train (190),0.03605774366818706,0.030317213427920476,0.04135284263623145,0.03208166667889437,Crispy Chicken-Train (190),0.9677127263244635,0.9503074018229173,0.9758924389842337,0.9541932423441931
Crispy Chicken-Train (191),502.45981924018696,637.8363244905646,354.45854779411286,764.981437908477,Crispy Chicken-Train (191),13.029641544115599,15.066651287966184,9.54448529411617,16.315355632449116,Crispy Chicken-Train (191),0.25517491793720254,0.22159843387948552,0.45789673535718395,0.21843735631156347,Crispy Chicken-Train (191),13.287301295348863,13.587458564098018,12.455693979283765,13.663977513993455,Crispy Chicken-Train (191),0.0002904869821703191,0.00023147989246734873,0.0007681588858927456,0.00022231782913767088,Crispy Chicken-Train (191),0.017043678657212447,0.015214463265831915,0.027715679423256895,0.014910326258592429,Crispy Chicken-Train (191),0.9477949067053144,0.9335998497024343,0.9631573957776377,0.9203620973760651
Crispy Chicken-Train (192),185.09833026960305,327.0501499423281,196.34960171568147,310.7323490965048,Crispy Chicken-Train (192),7.258011642156623,10.324213763937157,7.613970588235089,10.274617454825222,Crispy Chicken-Train (192),0.45394707303306137,0.3317366370373762,0.43230939742305846,0.33123475831374943,Crispy Chicken-Train (192),11.431001981259838,12.079491937343427,11.562757332969904,12.086941816897285,Crispy Chicken-Train (192),0.0036243773991673878,0.002173318072885048,0.0030629962831678318,0.0021802994471265525,Crispy Chicken-Train (192),0.060202802253444876,0.04661885962660442,0.05534434282894533,0.04669367673600519,Crispy Chicken-Train (192),0.9712691076149405,0.949294348670205,0.9695223084430243,0.9518244614192787
Crispy Chicken-Train (193),730.9759650735208,892.28922722028,286.67749693627263,895.6877047289319,Crispy Chicken-Train (193),13.894194240194372,16.089058054594336,7.733869485293485,16.278308342945067,Crispy Chicken-Train (193),0.2867948350294531,0.24322344366904772,0.5173863624306095,0.24591706507498387,Crispy Chicken-Train (193),12.953447003692235,13.292843063703744,11.775524853412024,13.305386590812777,Crispy Chicken-Train (193),0.0004455342305618632,0.00033178733344360357,0.0012209070448415272,0.0003405096167874391,Crispy Chicken-Train (193),0.021107681790330818,0.01821503042664501,0.03494148028978634,0.018452902665636078,Crispy Chicken-Train (193),0.8676660953090815,0.8381185102194718,0.9480144691996231,0.8375035922046502
Crispy Chicken-Train (194),213.2671568627387,508.9978931180274,392.1622549019598,531.8218223760025,Crispy Chicken-Train (194),7.76378676470513,14.944529027297394,13.03875612744866,15.069465590157826,Crispy Chicken-Train (194),0.45724276621320487,0.17636235637734873,0.19565721583454412,0.1806570553367608,Crispy Chicken-Train (194),12.407925803696212,13.802804478808987,13.560624250695554,13.803966261745256,Crispy Chicken-Train (194),0.0006124987046748847,0.00010298419810438747,0.00012121415422403644,0.00010392536747984283,Crispy Chicken-Train (194),0.0247487111719961,0.010148113031711238,0.011009729979615142,0.010194379210125688,Crispy Chicken-Train (194),0.970643353712208,0.9300405802173227,0.9461439789403061,0.9269050061980526
Crispy Chicken-Train (195),592.3842218137227,797.8236831987535,343.0040900735305,715.4136255286301,Crispy Chicken-Train (195),14.446537990194443,17.034878892733445,9.790211397057618,16.572595155709326,Crispy Chicken-Train (195),0.2272664101819496,0.19762660440160665,0.43322708190602016,0.2027887866144646,Crispy Chicken-Train (195),13.461704813865,13.73545160262636,12.544539026770359,13.713373345575826,Crispy Chicken-Train (195),0.00018114570286218042,0.00014428177374182973,0.0006062648352271363,0.00015201014722252893,Crispy Chicken-Train (195),0.013459037961986007,0.012011734834811737,0.02462244576046694,0.012329239523284838,Crispy Chicken-Train (195),0.9148677211395315,0.8851181874816635,0.9507339285277867,0.8969852203054068
Crispy Chicken-Train (196),284.6918811274498,618.9972010765069,435.9082873774495,605.2889042675843,Crispy Chicken-Train (196),7.679871323529092,13.817500961168983,11.110891544116484,13.630495963091201,Crispy Chicken-Train (196),0.5433989384025624,0.31865624997586944,0.36490031784349936,0.31943935389277645,Crispy Chicken-Train (196),11.143050951733118,12.317447091177224,11.912956785677261,12.303839077984428,Crispy Chicken-Train (196),0.004925869271096153,0.003422278569402446,0.003894599700423215,0.003434885792750281,Crispy Chicken-Train (196),0.0701845372649571,0.058500244182417276,0.0624067280060669,0.05860789872321205,Crispy Chicken-Train (196),0.9431730241661778,0.8762673795703199,0.9127806589120462,0.8790099378253073
Crispy Chicken-Train (197),206.27719056372376,457.8958861976236,304.71954656862647,399.0130872741294,Crispy Chicken-Train (197),8.58046874999972,15.107143406382157,12.094025735293654,13.888289119569276,Crispy Chicken-Train (197),0.41762452946551887,0.15733078439740725,0.18531347940208673,0.17024951911591474,Crispy Chicken-Train (197),12.093331045564248,13.324072209221585,12.993009766087525,13.216929350175135,Crispy Chicken-Train (197),0.000831200857430135,0.00014216529560614682,0.00017874254624873845,0.0001539396686070377,Crispy Chicken-Train (197),0.028830554233835584,0.011923308920184313,0.01336946319972266,0.012407242586773167,Crispy Chicken-Train (197),0.9366978775960004,0.8595316695191683,0.9066015819840961,0.8775802348160422
Crispy Chicken-Train (198),891.7037071078222,1077.5457747020314,439.54679840686265,1087.7101576316802,Crispy Chicken-Train (198),19.18854166666574,22.427312572087608,12.602466299017474,22.42634371395605,Crispy Chicken-Train (198),0.23951856808207309,0.1504785354495069,0.3273241746140861,0.15022912327107094,Crispy Chicken-Train (198),13.654433822495756,14.072563596379227,13.057618782716315,14.066839579190649,Crispy Chicken-Train (198),0.00019014762576292772,8.90105704176417e-05,0.0003264065588130166,8.96629678852114e-05,Crispy Chicken-Train (198),0.013789402661570504,0.009434541346437657,0.018066725182307296,0.009469053167303022,Crispy Chicken-Train (198),0.8307928374436133,0.795578980526187,0.9176360207632956,0.79364934644911
Crispy Chicken-Train (199),685.4481004901859,774.8164090734106,329.58068321077985,897.0838292963922,Crispy Chicken-Train (199),15.567401960781192,16.40425990003842,8.107827818626378,17.512372164552257,Crispy Chicken-Train (199),0.19053008302541796,0.18692981357996977,0.4638961976890813,0.17014257222050566,Crispy Chicken-Train (199),13.608382462186075,13.747442982293686,12.346246797239157,13.846796632045354,Crispy Chicken-Train (199),0.0001461911668964461,0.00013647925612261927,0.0006424580258344146,0.00011874154219512474,Crispy Chicken-Train (199),0.01209095392830715,0.01168243365581929,0.02534675572601777,0.01089685928123901,Crispy Chicken-Train (199),0.939028947458954,0.9310346310239642,0.9706168259910591,0.9201527140321213
Crispy Chicken-Train (2),477.5796415441215,874.6113494809574,610.2881740196045,838.3766089965326,Crispy Chicken-Train (2),12.467172181370058,19.733533256439884,16.28238357842962,19.209211841599295,Crispy Chicken-Train (2),0.3716174486365369,0.14566539554915017,0.1689847197592196,0.15031350490443363,Crispy Chicken-Train (2),12.535979155154905,13.580114374240383,13.289445442530525,13.545221003276234,Crispy Chicken-Train (2),0.0005876231826025446,0.0001246910476126282,0.00015309604760638932,0.00012867815752998324,Crispy Chicken-Train (2),0.024240940216966517,0.01116651456868383,0.012373198762098235,0.011343639518689901,Crispy Chicken-Train (2),0.9042070418739521,0.8247674464674744,0.8776636791938519,0.8320262679824273
Crispy Chicken-Train (20),1221.737729779412,1622.9522798923265,864.630070465668,1652.6765705497671,Crispy Chicken-Train (20),20.50773590685999,23.87004998077646,14.118795955878664,24.01116493656255,Crispy Chicken-Train (20),0.23661749847040706,0.21403362739186263,0.49555552335953085,0.213545685459505,Crispy Chicken-Train (20),13.261627408806264,13.586990570853963,12.08334476396875,13.590930868096276,Crispy Chicken-Train (20),0.0006077738185884035,0.0004656837246964282,0.001528943922372104,0.0004791126826830423,Crispy Chicken-Train (20),0.024653069151495184,0.021579706316269185,0.03910171252480004,0.0218886427784603,Crispy Chicken-Train (20),0.8935883897066068,0.858692441825121,0.9247669444718929,0.8561043951127043
Crispy Chicken-Train (200),258.57855392156654,339.56928873510185,126.73947610294212,298.7211687812416,Crispy Chicken-Train (200),9.903982843136008,11.481630142252879,5.587760416666024,10.712126105343888,Crispy Chicken-Train (200),0.3243682982432682,0.29758001672675655,0.5729064380626431,0.30801420072233443,Crispy Chicken-Train (200),12.252387119523117,12.531541574228905,11.070932498324176,12.434505008914094,Crispy Chicken-Train (200),0.003790806261038423,0.0032261823410716112,0.005752725744192439,0.0033604048719321124,Crispy Chicken-Train (200),0.06156952380064688,0.05679949243674288,0.07584672533598559,0.05796899923176277,Crispy Chicken-Train (200),0.9766297080902512,0.9692815518907059,0.9885562042614027,0.9729764813335027
